search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2
https://www.tasteatlas.com/bustrengo,https://cdn.tasteatlas.com//images/dishes/842406c6a2334e639aecc3312159db27.jpg?mw=660,1,Cake,https://www.tasteatlas.com/cakes,Bustrengo,"Bustrengo is a traditional fruit cake originating from San Marino, although it is also popular in Bologna. It consists of cornmeal, flour, stale bread or breadcrumbs, eggs, olive oil, milk, honey, apples, figs, raisins, and zest of oranges and lem...",https://www.tasteatlas.com/bustrengo/wheretoeat
https://www.tasteatlas.com/nidi-di-rondine,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,2,Casserole,https://www.tasteatlas.com/casserole,Nidi di rondine,"Do you like lasagne? Are you a fan of cinnamon rolls? Well, you can have the best of both worlds in a traditional Sammarinese dish called nidi di rondine. This pasta casserole is prepared by topping fresh lasagna sheets with béchamel sauce,...",https://www.tasteatlas.com/nidi-di-rondine/wheretoeat
https://www.tasteatlas.com/torta-tre-monti,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,3,Cake,https://www.tasteatlas.com/cakes,Torta tre monti,Torta tre monti is a traditional Sammarinese cake consisting of multiple layers of wafers that are cemented with hazelnut cream and/or chocolate. The edges of this cake are cooated in chocolate fondant for that final touch of decadence. The cake i...,https://www.tasteatlas.com/torta-tre-monti/wheretoeat
https://www.tasteatlas.com/verretta,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,4,Dessert,https://www.tasteatlas.com/Desserts,Verretta,"Verretta is a sweet, chocolate-covered wafer cake that has layers of crispy wafers and sweet cocoa cream for a base, and a filling of hazelnuts, wafers, and soft cocoa cream. The arrow embossed on the dessert’s top is a reference to the arro...",https://www.tasteatlas.com/verretta/wheretoeat
