search-results__item-image href,search-results__item-image src,group,h2,Country
https://www.tasteatlas.com/khow-suey,https://cdn.tasteatlas.com//Images/Dishes/45cbf59cb1b14d0aa28831d1ddc915ec.jpg?mw=660,Stew,Khow suey,Myanmar
https://www.tasteatlas.com/mohinga,https://cdn.tasteatlas.com//Images/Dishes/35813d036ecd4a5eb2c0c8536cba341b.jpg?mw=660,Noodle Soup,Mohinga,Myanmar
https://www.tasteatlas.com/kyay-oh,https://cdn.tasteatlas.com//images/dishes/49338fffa78e4ecb83c0af45a6c6e102.jpg?mw=660,Noodle Dish,Kyay oh,Myanmar
https://www.tasteatlas.com/samusa-myanmar,https://cdn.tasteatlas.com//Images/Dishes/e668e32ae1a3423c95fbd4d77f8c940c.jpg?mw=660,Snack,Samusa,Myanmar
https://www.tasteatlas.com/burmese-chicken-curry,https://cdn.tasteatlas.com//images/dishes/6ad8cc6666ff46099814d710b7a0b95b.jpg?mw=660,Stew,Burmese Chicken Curry,Myanmar
https://www.tasteatlas.com/dan-bauk,https://cdn.tasteatlas.com//images/dishes/5e717d59e996411ca9046350f5a5373b.jpg?mw=660,Rice Dish,Dan bauk,Myanmar
https://www.tasteatlas.com/meeshay,https://cdn.tasteatlas.com//images/dishes/d644fd9c5c8a4a68b29899ec26bec685.jpg?mw=660,Noodle Dish,Meeshay,Myanmar
https://www.tasteatlas.com/htamane,https://cdn.tasteatlas.com//images/dishes/7a8b193f4ca347809885e6d19e770d1c.jpg?mw=660,Rice Dish,Htaman̬,Myanmar
https://www.tasteatlas.com/ohn-no-khao-swe,https://cdn.tasteatlas.com//images/dishes/cc224991d97c4d8aa004ce241d76c4ac.jpg?mw=660,Noodle Dish,Ohn no khao sw̬,Myanmar
https://www.tasteatlas.com/be-kin,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Duck Dish,Be kin,Myanmar
https://www.tasteatlas.com/si-htamin,https://cdn.tasteatlas.com//images/dishes/cc13a7e333594cc1ae92cbab4af8513d.jpg?mw=660,Rice Dish,Si htamin,Myanmar
https://www.tasteatlas.com/bazun-hin,https://cdn.tasteatlas.com//images/dishes/c6cec620efa342338bc67c72f787086c.jpg?mw=660,Stew,Burmese Prawn Curry (Bazun hin),Myanmar
https://www.tasteatlas.com/samusa,https://cdn.tasteatlas.com//images/dishes/3a9495497d3b48068e284ef5904339db.jpg?mw=660,Soup,Samusa,Myanmar
https://www.tasteatlas.com/shwe-yin-aye,https://cdn.tasteatlas.com//images/dishes/c79e5fd832b24dc791b19d02af952060.jpg?mw=660,Dessert,Shwe yin aye,Myanmar
https://www.tasteatlas.com/mont-lone-yay-paw,https://cdn.tasteatlas.com//images/dishes/30dec80d19f44a9297cd0e30e6418f06.jpg?mw=660,Dumplings,Mont lone yay paw,Myanmar
https://www.tasteatlas.com/kyauk-kyaw,https://cdn.tasteatlas.com//images/dishes/c45f09005e87434ab9da284856e85016.jpg?mw=660,Dessert,Kyauk kyaw,Myanmar
https://www.tasteatlas.com/sanwin-makin,https://cdn.tasteatlas.com//images/dishes/4dae12bc8b294cd8a46f9c8ed6533dca.jpg?mw=660,Cake,Sanwin makin,Myanmar
https://www.tasteatlas.com/htoe-mont,https://cdn.tasteatlas.com//images/dishes/263e1c2e8ce34035b37bfa2d394652e9.jpg?mw=660,Dessert,Htoe mont,Myanmar
https://www.tasteatlas.com/san-byoke,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Porridge,San byoke,Myanmar
https://www.tasteatlas.com/nan-bya,https://cdn.tasteatlas.com//images/dishes/dc3cc5caecfd449c9fcc7a355f2aedea.jpg?mw=660,Flatbread,Nan bya,Myanmar
https://www.tasteatlas.com/ngapi-jet,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Sauce,Ngapi jet,Myanmar
